smiles,qed
CCCC[C@H](NC(=O)[C@@H]1[C@H]2[C@@H](CN1C(=O)[C@@H](NC(=O)NC1([C@H]3CCCS3(=O)=O)CCCCC1)C1(C)CCCCC1)C2(C)C)C(=O)C(=O)NC1CC1,0.20824308563016591
CCC[C@H](NC(=O)[C@@H]1[C@H]2[C@@H](CN1C(=O)[C@@H](NC(=O)NC1([C@H]3CCCS3(=O)=O)CCCCC1)C1(C)CCCCC1)C2(C)C)C(=O)C(=O)NC1CC1,0.22395014180380537
CC1([C@H](NC(=O)NC2([C@H]3CCCS3(=O)=O)CCCCC2)C(=O)N2C[C@@H]3[C@H]([C@H]2C(=O)N[C@@H](CCC2CC2)C(=O)C(=O)NC2CC2)C3(C)C)CCCCC1,0.2073978025476767
CCCC[C@H](NC(=O)[C@@H]1[C@H]2[C@@H](CN1C(=O)[C@@H](NC(=O)NC1([C@H]3CCCS3(=O)=O)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,0.2280771769523584
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)O)c1=O,0.3897218025059144
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)c1=O,0.19477857053503533
CC(C)(C)NC(=O)Nc1nc(Cl)c(Cc2cccc3ccccc23)n(CC(=O)Nc2ccccc2S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)c1=O,0.1358035170809345
CC(C)(C)NC(=O)Nc1nc(Cl)c(Cc2cccc3ccccc23)n(CC(=O)Nc2cccc(S(=O)(=O)NC(=O)c3ccc(C(F)(F)F)cc3)c2)c1=O,0.1358035170809345
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)c1=O,0.1698503554051605
COC(=O)c1ccccc1NC(=O)Cn1c(CCC2CCCCC2)c(Cl)nc(NC(=O)NC(C)(C)C)c1=O,0.40992778489152537
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccc(CC(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)c1=O,0.18538868466141906
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2cc(-c3cncnc3)ccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,0.12969015520409344
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2cc(F)ccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,0.17757319847940534
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)O,0.0413904949198368
CN(C)C(=O)[C@@H](NC(=O)CNC(=O)C(=O)C(CC1CC1)NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)c1ccccc1,0.19336537407592339
CN(C)C(=O)[C@@H](NC(=O)CNC(=O)C(=O)C(CC1CCC1)NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)c1ccccc1,0.19317818887042937
CN(C)C(=O)[C@@H](NC(=O)CNC(=O)C(=O)C(CC1CCC1)NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccccc1,0.22401362406965034
CC(C)CC(NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCC(=O)N[C@H](C(=O)N(C)C)c1ccccc1,0.22504233147226896
